Date,BTC_Bought,Price,Total_Invested,Total_BTC,Total_Value
2023-07-13,0.0032731257757904753,30551.835416666665,3900,0.1586032448881025,4845.620234370586
2023-07-27,0.003400929081866527,29403.72986111111,4000,0.16200417396996905,4763.5269677854185
2023-08-10,0.0033893651090705925,29504.05069444445,4100,0.16539353907903964,4879.779361521565
2023-08-24,0.0037943788175008133,26354.775,4200,0.16918791789654045,4458.909508881797
2023-09-07,0.0038829905034725933,25753.34652777778,4300,0.17307090840001305,4457.155077902822
2023-09-21,0.0037226046351132667,26862.911805555555,4400,0.1767935130351263,4749.188548456935
2023-10-05,0.0036119063784836934,27686.210416666665,4500,0.18040541941361,4994.742402192208
2023-10-19,0.003518089638236553,28424.51736111111,4600,0.18392350905184654,5227.936976160689
2023-11-02,0.0028391393338385424,35221.941666666666,4700,0.18676264838568507,6578.143106952777
2023-11-16,0.0026822208654655013,37282.5375,4800,0.18944486925115056,7062.985442038617
2023-11-30,0.002645785150339759,37795.96388888889,4900,0.1920906544014903,7260.251437151763
2023-12-14,0.002334983550527342,42826.85416666666,5000,0.19442563795201764,8326.638442832189
2023-12-28,0.0023199336382982764,43104.68125,5100,0.19674557159031592,8480.655150749624
2024-01-11,0.002148599595006881,46541.94305555556,5200,0.1988941711853228,9256.921189389213
2024-01-25,0.0025046928638639073,39925.05486111111,5300,0.2013988640491867,8040.860696129236
2024-02-08,0.0022412947063000415,44617.06875,5400,0.20364015875548674,9085.826963454467
2024-02-22,0.0019418160181643943,51498.18472222222,5500,0.20558197477365114,10587.098512452716
2024-03-07,0.0015000232034839288,66665.63541666667,5600,0.20708199797713508,13805.252978498593
2024-03-21,0.0014930923637097515,66975.09305555555,5700,0.20857509034084484,13969.33608464899
2024-04-04,0.0015017245585829267,66590.10763888889,5800,0.21007681489942778,13989.037716587833
2024-04-18,0.001611284956449485,62062.26875,5900,0.21168809985587728,13137.843744432292
2024-05-02,0.0017209559963144293,58107.23819444444,6000,0.2134090558521917,12400.6108412548
2024-05-16,0.00151690188969317,65923.84166666666,6100,0.21492595774188486,14168.744808232706
2024-05-30,0.0014700708430201899,68023.93263888889,6200,0.21639602858490506,14720.108871782655
2024-06-13,0.0014795365454516967,67588.73263888889,6300,0.21787556513035675,14725.933320142505
2024-06-27,0.001634961953754102,61163.50277777778,6400,0.21951052708411084,13426.032733060478
2024-07-11,0.0017270278284029466,57902.94652777778,6500,0.2212375549125138,12810.306312035586
2024-07-25,0.0015476620753372451,64613.58819444444,6600,0.22278521698785103,14394.952266262955
2024-08-08,0.001745688912125948,57283.975,6700,0.22453090589997698,12862.022800301635
2024-08-22,0.0016439827303724132,60827.88958333333,6800,0.2261748886303494,13757.741152129607
2024-09-05,0.0017503243509037615,57132.26805555556,6900,0.22792521298125315,13021.884364664547
2024-09-19,0.0016194331983805667,61750.0,7000,0.22954464617963372,14174.381901592382
2024-10-03,0.0016492669008625665,60633.0,7100,0.23119391308049628,14017.980531809731
2024-10-17,0.001478524432616249,67635.0,7200,0.23267243751311253,15736.800311199366
2024-10-31,0.0013822464268929864,72346.0,7300,0.23405468394000553,16932.92016432364
2024-11-14,0.0011041671267363027,90566.0,7400,0.23515885106674184,21297.39650571054
2024-11-28,0.0010423724396726951,95935.0,7500,0.23620122350641454,22659.96437708788
2024-12-12,0.000987508023502691,101265.0,7600,0.23718873152991723,24018.91689837707
2024-12-26,0.0010056416496545622,99439.0,7700,0.2381943731795718,23685.81027460344
2025-01-09,0.0010526426593964148,94999.0,7800,0.2392470158389682,22728.22725768614
2025-01-23,0.0009651298582224238,103613.0,7900,0.24021214569719063,24889.101052123013
